ID	Cluster	Class	Gene
354__aadA6__NG_052151.1__5	399	AMINOGLYCOSIDE	aadA/A6/A11
354__aadA6__NG_052355.1__6	399	AMINOGLYCOSIDE	aadA/A6/A11
354__aadA6__NG_052356.1__7	399	AMINOGLYCOSIDE	aadA/A6/A11
354__aadA6__NG_052483.1__8	399	AMINOGLYCOSIDE	aadA/A6/A11
547__aadA11__NG_047330.1__2	399	AMINOGLYCOSIDE	aadA/A6/A11
547__aadA11__NG_047332.1__3	399	AMINOGLYCOSIDE	aadA/A6/A11
409__blaOXA__NG_049571.1__264	400	BETA-LACTAM	blaOXA
409__blaOXA__NG_049572.1__265	400	BETA-LACTAM	blaOXA
409__blaOXA__NG_049795.1__470	401	BETA-LACTAM	blaOXA
458__lnuG__NG_047928.1__1	402	LINCOSAMIDE	lnuG
458__lnuG__NG_051889.1__2	402	LINCOSAMIDE	lnuG
458__lnuG__NG_051883.1__3	402	LINCOSAMIDE	lnuG
481__vanW__NG_048468.1__3	403	GLYCOPEPTIDE	vanW
481__vanW__NG_048471.1__4	403	GLYCOPEPTIDE	vanW
506__blaZ__NG_047534.1__1	404	BETA-LACTAM	blaZ
506__blaZ__NG_047551.1__2	404	BETA-LACTAM	blaZ
506__blaZ__NG_052065.1__4	404	BETA-LACTAM	blaZ
506__blaZ__NG_047533.1__5	404	BETA-LACTAM	blaZ
506__blaZ__NG_047532.1__6	404	BETA-LACTAM	blaZ
548__aadA16__NG_047340.1__1	405	AMINOGLYCOSIDE	aadA16
548__aadA16__NG_047339.1__2	405	AMINOGLYCOSIDE	aadA16
605__erm36__NG_047779.1__1	406	MACROLIDE	erm36
632__aadK__NG_047379.1__1	407	AMINOGLYCOSIDE	aadK
134__chrB__NG_047645.1__1	408	MACROLIDE	chrB
334__aph6-Ic__NG_047461.1__1	409	AMINOGLYCOSIDE	aph6-Ic
334__aph6-Ic__NG_047463.1__2	409	AMINOGLYCOSIDE	aph6-Ic
409__blaOXA__NG_049463.1__46	410	BETA-LACTAM	blaOXA
409__blaOXA__NG_049686.1__130	410	BETA-LACTAM	blaOXA
409__blaOXA__NG_049708.1__145	410	BETA-LACTAM	blaOXA
409__blaOXA__NG_049789.1__169	410	BETA-LACTAM	blaOXA
409__blaOXA__NG_049798.1__171	410	BETA-LACTAM	blaOXA
409__blaOXA__NG_049837.1__200	410	BETA-LACTAM	blaOXA
409__blaOXA__NG_049838.1__201	410	BETA-LACTAM	blaOXA
409__blaOXA__NG_049599.1__312	411	BETA-LACTAM	blaOXA
409__blaOXA__NG_050609.1__316	411	BETA-LACTAM	blaOXA
409__blaOXA__NG_049584.1__333	411	BETA-LACTAM	blaOXA
409__blaOXA__NG_049598.1__317	412	BETA-LACTAM	blaOXA
409__blaOXA__NG_049585.1__319	413	BETA-LACTAM	blaOXA
505__erm32__NG_047774.1__1	414	LINCOSAMIDE/STREPTOGRAMIN	erm32
505__erm32__NG_047775.1__2	414	LINCOSAMIDE/STREPTOGRAMIN	erm32
125__vanY-G1__NG_048528.1__1	415	GLYCOPEPTIDE	vanY-G
569__vanY-G__NG_048527.1__1	415	GLYCOPEPTIDE	vanY-G
373__ermU__NG_047843.1__1	416	MACROLIDE	ermU
373__ermU__NG_047844.1__2	416	MACROLIDE	ermU
409__blaOXA__NG_049603.1__263	417	BETA-LACTAM	blaOXA
409__blaOXA__NG_049576.1__290	418	BETA-LACTAM	blaOXA
681__aac3-IIIc__NG_047243.1__1	419	AMINOGLYCOSIDE	aac3-IIIc
357__aadA9__NG_047368.1__1	420	AMINOGLYCOSIDE	aadA9
357__aadA9__NG_047370.1__2	420	AMINOGLYCOSIDE	aadA9
357__aadA9__NG_047369.1__3	420	AMINOGLYCOSIDE	aadA9
357__aadA9__NG_052412.1__4	420	AMINOGLYCOSIDE	aadA9
357__aadA9__NG_052441.1__5	420	AMINOGLYCOSIDE	aadA9
409__blaOXA__NG_050610.1__313	421	BETA-LACTAM	blaOXA
409__blaOXA__NG_049587.1__314	421	BETA-LACTAM	blaOXA
409__blaOXA__NG_049588.1__327	421	BETA-LACTAM	blaOXA
409__blaOXA__NG_050611.1__326	422	BETA-LACTAM	blaOXA
409__blaOXA__NG_049602.1__328	423	BETA-LACTAM	blaOXA
409__blaOXA__NG_049590.1__329	424	BETA-LACTAM	blaOXA
409__blaOXA__NG_049589.1__332	424	BETA-LACTAM	blaOXA
552__blaORN__NG_049386.1__1	425	BETA-LACTAM	blaORN/PLA
552__blaORN__NG_049387.1__2	425	BETA-LACTAM	blaORN/PLA
552__blaORN__NG_049388.1__3	425	BETA-LACTAM	blaORN/PLA
552__blaORN__NG_049389.1__4	425	BETA-LACTAM	blaORN/PLA
552__blaORN__NG_049390.1__5	425	BETA-LACTAM	blaORN/PLA
552__blaORN__NG_049391.1__6	425	BETA-LACTAM	blaORN/PLA
716__blaPLA__NG_049970.1__1	425	BETA-LACTAM	blaORN/PLA
716__blaPLA__NG_049971.1__2	425	BETA-LACTAM	blaORN/PLA
716__blaPLA__NG_049972.1__3	425	BETA-LACTAM	blaORN/PLA
716__blaPLA__NG_049969.1__4	425	BETA-LACTAM	blaORN/PLA
409__blaOXA__NG_049594.1__236	426	BETA-LACTAM	blaOXA
546__aadA10__NG_051878.1__1	427	AMINOGLYCOSIDE	aadA10
546__aadA10__NG_047329.1__2	427	AMINOGLYCOSIDE	aadA10
546__aadA10__NG_052302.1__3	427	AMINOGLYCOSIDE	aadA10
546__aadA10__NG_052411.1__5	427	AMINOGLYCOSIDE	aadA10
546__aadA10__NG_052307.1__4	428	AMINOGLYCOSIDE	aadA10
282__vanA-Pa__NG_048326.1__1	429	GLYCOPEPTIDE	vanA-Pa
3__blaSPM__NG_050140.1__1	430	BETA-LACTAM	blaSPM
409__blaOXA__NG_049530.1__78	431	BETA-LACTAM	blaOXA
409__blaOXA__NG_049531.1__79	431	BETA-LACTAM	blaOXA
409__blaOXA__NG_049532.1__80	431	BETA-LACTAM	blaOXA
409__blaOXA__NG_049575.1__307	431	BETA-LACTAM	blaOXA
409__blaOXA__NG_049653.1__308	431	BETA-LACTAM	blaOXA
409__blaOXA__NG_051752.1__309	431	BETA-LACTAM	blaOXA
409__blaOXA__NG_049523.1__226	432	BETA-LACTAM	blaOXA
409__blaOXA__NG_049524.1__227	432	BETA-LACTAM	blaOXA
409__blaOXA__NG_049526.1__228	432	BETA-LACTAM	blaOXA
409__blaOXA__NG_049552.1__229	432	BETA-LACTAM	blaOXA
409__blaOXA__NG_049648.1__230	432	BETA-LACTAM	blaOXA
409__blaOXA__NG_049649.1__231	432	BETA-LACTAM	blaOXA
409__blaOXA__NG_049706.1__232	432	BETA-LACTAM	blaOXA
409__blaOXA__NG_049597.1__233	432	BETA-LACTAM	blaOXA
409__blaOXA__NG_049596.1__234	432	BETA-LACTAM	blaOXA
409__blaOXA__NG_049434.1__278	433	BETA-LACTAM	blaOXA
409__blaOXA__NG_049627.1__279	433	BETA-LACTAM	blaOXA
409__blaOXA__NG_049654.1__280	433	BETA-LACTAM	blaOXA
409__blaOXA__NG_049655.1__281	433	BETA-LACTAM	blaOXA
409__blaOXA__NG_049656.1__282	433	BETA-LACTAM	blaOXA
409__blaOXA__NG_050781.1__283	433	BETA-LACTAM	blaOXA
409__blaOXA__NG_049580.1__284	433	BETA-LACTAM	blaOXA
409__blaOXA__NG_049582.1__315	433	BETA-LACTAM	blaOXA
409__blaOXA__NG_049583.1__318	433	BETA-LACTAM	blaOXA
409__blaOXA__NG_049581.1__320	433	BETA-LACTAM	blaOXA
409__blaOXA__NG_049574.1__310	434	BETA-LACTAM	blaOXA
409__blaOXA__NG_049573.1__311	434	BETA-LACTAM	blaOXA
409__blaOXA__NG_049688.1__381	435	BETA-LACTAM	blaOXA
409__blaOXA__NG_049751.1__400	435	BETA-LACTAM	blaOXA
409__blaOXA__NG_051517.1__406	435	BETA-LACTAM	blaOXA
409__blaOXA__NG_049613.1__417	435	BETA-LACTAM	blaOXA
409__blaOXA__NG_049520.1__434	435	BETA-LACTAM	blaOXA
409__blaOXA__NG_049605.1__441	435	BETA-LACTAM	blaOXA
409__blaOXA__NG_049392.1__476	435	BETA-LACTAM	blaOXA
409__blaOXA__NG_049683.1__480	435	BETA-LACTAM	blaOXA
409__blaOXA__NG_049441.1__39	436	BETA-LACTAM	blaOXA
409__blaOXA__NG_049527.1__77	436	BETA-LACTAM	blaOXA
409__blaOXA__NG_049548.1__88	436	BETA-LACTAM	blaOXA
409__blaOXA__NG_049550.1__292	436	BETA-LACTAM	blaOXA
409__blaOXA__NG_049775.1__299	436	BETA-LACTAM	blaOXA
409__blaOXA__NG_049438.1__38	437	BETA-LACTAM	blaOXA
409__blaOXA__NG_049459.1__45	437	BETA-LACTAM	blaOXA
409__blaOXA__NG_049534.1__81	437	BETA-LACTAM	blaOXA
409__blaOXA__NG_049545.1__86	437	BETA-LACTAM	blaOXA
409__blaOXA__NG_049555.1__90	437	BETA-LACTAM	blaOXA
409__blaOXA__NG_049723.1__157	437	BETA-LACTAM	blaOXA
409__blaOXA__NG_049813.1__180	437	BETA-LACTAM	blaOXA
409__blaOXA__NG_049505.1__291	437	BETA-LACTAM	blaOXA
409__blaOXA__NG_049513.1__266	438	BETA-LACTAM	blaOXA
409__blaOXA__NG_049514.1__267	438	BETA-LACTAM	blaOXA
409__blaOXA__NG_049560.1__268	438	BETA-LACTAM	blaOXA
409__blaOXA__NG_049561.1__269	438	BETA-LACTAM	blaOXA
409__blaOXA__NG_049510.1__270	439	BETA-LACTAM	blaOXA
409__blaOXA__NG_049511.1__271	439	BETA-LACTAM	blaOXA
409__blaOXA__NG_049604.1__272	439	BETA-LACTAM	blaOXA
409__blaOXA__NG_049625.1__273	439	BETA-LACTAM	blaOXA
409__blaOXA__NG_049626.1__274	439	BETA-LACTAM	blaOXA
409__blaOXA__NG_049664.1__275	439	BETA-LACTAM	blaOXA
409__blaOXA__NG_049578.1__276	439	BETA-LACTAM	blaOXA
409__blaOXA__NG_049579.1__277	439	BETA-LACTAM	blaOXA
409__blaOXA__NG_049562.1__335	440	BETA-LACTAM	blaOXA
409__blaOXA__NG_049508.1__70	441	BETA-LACTAM	blaOXA
409__blaOXA__NG_049439.1__421	441	BETA-LACTAM	blaOXA
409__blaOXA__NG_049448.1__425	441	BETA-LACTAM	blaOXA
409__blaOXA__NG_049460.1__426	441	BETA-LACTAM	blaOXA
409__blaOXA__NG_049509.1__433	441	BETA-LACTAM	blaOXA
409__blaOXA__NG_049522.1__435	441	BETA-LACTAM	blaOXA
409__blaOXA__NG_049612.1__442	441	BETA-LACTAM	blaOXA
409__blaOXA__NG_049703.1__446	441	BETA-LACTAM	blaOXA
409__blaOXA__NG_052064.1__458	441	BETA-LACTAM	blaOXA
409__blaOXA__NG_052519.1__459	441	BETA-LACTAM	blaOXA
409__blaOXA__NG_049496.1__468	441	BETA-LACTAM	blaOXA
409__blaOXA__NG_052174.1__477	441	BETA-LACTAM	blaOXA
409__blaOXA__NG_049480.1__427	442	BETA-LACTAM	blaOXA
409__blaOXA__NG_049793.1__466	443	BETA-LACTAM	blaOXA
481__vanW__NG_048469.1__1	444	GLYCOPEPTIDE	vanW
481__vanW__NG_048467.1__2	444	GLYCOPEPTIDE	vanW
481__vanW__NG_048472.1__5	444	GLYCOPEPTIDE	vanW
481__vanW__NG_048473.1__6	444	GLYCOPEPTIDE	vanW
481__vanW__NG_048474.1__7	444	GLYCOPEPTIDE	vanW
225__apmA__NG_051938.1__1	445	AMINOGLYCOSIDE	apmA
225__apmA__NG_047475.1__2	445	AMINOGLYCOSIDE	apmA
292__nshR__NG_048019.1__1	446	THIOSTREPTON	nshR
409__blaOXA__NG_049394.1__16	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049398.1__17	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049400.1__18	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049401.1__19	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049403.1__20	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049404.1__21	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049405.1__22	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049406.1__23	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049414.1__24	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049415.1__25	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049419.1__26	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049420.1__27	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049421.1__28	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049422.1__29	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049423.1__30	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049424.1__31	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049425.1__32	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049426.1__33	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049427.1__34	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049430.1__35	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049431.1__36	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049432.1__37	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049442.1__40	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049446.1__42	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049447.1__43	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049449.1__44	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049472.1__54	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049473.1__55	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049474.1__56	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049475.1__57	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049476.1__58	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049477.1__59	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049478.1__60	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049479.1__61	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049481.1__62	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049498.1__64	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049499.1__65	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049500.1__66	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049501.1__67	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049504.1__68	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049506.1__69	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049515.1__71	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049516.1__72	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049517.1__73	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049519.1__74	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049536.1__82	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049537.1__83	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049543.1__84	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049544.1__85	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049546.1__87	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049549.1__89	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049606.1__92	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049607.1__93	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049608.1__94	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049609.1__95	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049610.1__96	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049611.1__97	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049628.1__98	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049630.1__99	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049631.1__100	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049632.1__101	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049633.1__102	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049634.1__103	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049635.1__104	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049636.1__105	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049637.1__106	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049638.1__107	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049658.1__108	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049662.1__111	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049665.1__112	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049666.1__113	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049667.1__114	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049668.1__115	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049669.1__116	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049670.1__117	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049671.1__118	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049672.1__119	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049673.1__120	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049674.1__121	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049675.1__122	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049676.1__123	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049677.1__124	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049678.1__125	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049679.1__126	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049680.1__127	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049681.1__128	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049682.1__129	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049689.1__132	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049690.1__133	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049691.1__134	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049692.1__135	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049693.1__136	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049695.1__137	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049696.1__138	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049697.1__139	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049698.1__140	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049699.1__141	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049700.1__142	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049701.1__143	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049702.1__144	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049712.1__148	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049713.1__149	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049714.1__150	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049715.1__151	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049717.1__152	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049718.1__153	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049719.1__154	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049720.1__155	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049728.1__159	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049763.1__160	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049774.1__164	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049785.1__165	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049786.1__166	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049787.1__167	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049788.1__168	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049791.1__170	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049804.1__172	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049805.1__173	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049806.1__174	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049807.1__175	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049808.1__176	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049809.1__177	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049811.1__178	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049812.1__179	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049816.1__181	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049817.1__182	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049818.1__183	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049819.1__184	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049820.1__185	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049821.1__186	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049822.1__187	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049823.1__188	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049824.1__189	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049826.1__190	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049827.1__191	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049828.1__192	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049829.1__193	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049831.1__194	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049832.1__195	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049833.1__196	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049834.1__197	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049835.1__198	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049836.1__199	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049839.1__202	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049840.1__203	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_050607.1__204	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049397.1__205	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_051168.1__206	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_051470.1__207	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_051471.1__208	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_051473.1__209	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_051474.1__210	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_051475.1__211	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_051478.1__212	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_051479.1__213	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_051480.1__214	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_051481.1__215	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_051482.1__216	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_051751.1__217	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049629.1__218	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049727.1__219	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049399.1__220	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049556.1__221	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049557.1__222	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049559.1__223	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049558.1__224	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049554.1__225	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049437.1__285	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049490.1__286	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049491.1__287	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049492.1__288	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049493.1__289	447	BETA-LACTAM	blaOXA
409__blaOXA__NG_049830.1__405	448	BETA-LACTAM	blaOXA
409__blaOXA__NG_049518.1__463	449	BETA-LACTAM	blaOXA
409__blaOXA__NG_049507.1__465	450	BETA-LACTAM	blaOXA
409__blaOXA__NG_049639.1__479	451	BETA-LACTAM	blaOXA
700__grm__NG_047907.1__1	452	AMINOGLYCOSIDE	grm
271__rmtE__NG_050558.1__1	453	AMINOGLYCOSIDE	rmtE
271__rmtE__NG_050559.1__2	453	AMINOGLYCOSIDE	rmtE
409__blaOXA__NG_049444.1__41	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049464.1__47	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049465.1__48	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049466.1__49	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049467.1__50	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049468.1__51	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049470.1__52	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049471.1__53	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049521.1__75	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049525.1__76	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049566.1__91	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049659.1__109	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049687.1__131	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049710.1__146	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049711.1__147	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049721.1__156	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049726.1__158	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049764.1__161	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049765.1__162	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049770.1__163	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049433.1__305	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049396.1__306	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049533.1__321	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049814.1__404	454	BETA-LACTAM	blaOXA
409__blaOXA__NG_049512.1__237	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049614.1__238	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049615.1__239	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049616.1__240	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049617.1__241	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049618.1__242	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049619.1__243	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049620.1__244	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049621.1__245	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049622.1__246	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049623.1__247	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049624.1__248	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049640.1__249	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049641.1__250	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049643.1__251	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049644.1__252	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049645.1__253	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049646.1__254	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049647.1__255	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049650.1__256	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049651.1__257	455	BETA-LACTAM	blaOXA
409__blaOXA__NG_049652.1__258	455	BETA-LACTAM	blaOXA
